#    L    TT             EE             BB             TE          
  6770   0.139139E+00   0.191097E-02   0.112505E-02  -0.238943E-02
  6771   0.138877E+00   0.190976E-02   0.112448E-02  -0.238852E-02
  6772   0.138621E+00   0.190855E-02   0.112392E-02  -0.238760E-02
  6773   0.138373E+00   0.190733E-02   0.112335E-02  -0.238665E-02
  6774   0.138135E+00   0.190611E-02   0.112279E-02  -0.238569E-02
  6775   0.137907E+00   0.190489E-02   0.112222E-02  -0.238470E-02
  6776   0.137692E+00   0.190367E-02   0.112165E-02  -0.238368E-02
  6777   0.137490E+00   0.190244E-02   0.112108E-02  -0.238263E-02
  6778   0.137302E+00   0.190121E-02   0.112052E-02  -0.238155E-02
  6779   0.137131E+00   0.189997E-02   0.111995E-02  -0.238043E-02
  6780   0.136975E+00   0.189873E-02   0.111937E-02  -0.237927E-02
  6781   0.136836E+00   0.189748E-02   0.111880E-02  -0.237807E-02
  6782   0.136715E+00   0.189623E-02   0.111823E-02  -0.237683E-02
  6783   0.136612E+00   0.189497E-02   0.111766E-02  -0.237554E-02
  6784   0.136527E+00   0.189371E-02   0.111708E-02  -0.237421E-02
  6785   0.136460E+00   0.189244E-02   0.111650E-02  -0.237284E-02
  6786   0.136411E+00   0.189116E-02   0.111593E-02  -0.237143E-02
  6787   0.136380E+00   0.188989E-02   0.111535E-02  -0.236997E-02
  6788   0.136366E+00   0.188860E-02   0.111477E-02  -0.236847E-02
  6789   0.136369E+00   0.188731E-02   0.111419E-02  -0.236693E-02
  6790   0.136387E+00   0.188602E-02   0.111361E-02  -0.236536E-02
  6791   0.136420E+00   0.188472E-02   0.111302E-02  -0.236374E-02
  6792   0.136467E+00   0.188342E-02   0.111244E-02  -0.236210E-02
  6793   0.136526E+00   0.188212E-02   0.111186E-02  -0.236042E-02
  6794   0.136597E+00   0.188081E-02   0.111127E-02  -0.235872E-02
  6795   0.136678E+00   0.187951E-02   0.111069E-02  -0.235700E-02
  6796   0.136766E+00   0.187820E-02   0.111010E-02  -0.235525E-02
  6797   0.136862E+00   0.187689E-02   0.110951E-02  -0.235350E-02
  6798   0.136962E+00   0.187559E-02   0.110893E-02  -0.235172E-02
  6799   0.137066E+00   0.187428E-02   0.110834E-02  -0.234995E-02
  6800   0.137172E+00   0.187297E-02   0.110776E-02  -0.234817E-02
  6801   0.137277E+00   0.187167E-02   0.110717E-02  -0.234639E-02
  6802   0.137381E+00   0.187037E-02   0.110659E-02  -0.234461E-02
  6803   0.137480E+00   0.186907E-02   0.110600E-02  -0.234285E-02
  6804   0.137575E+00   0.186778E-02   0.110542E-02  -0.234110E-02
  6805   0.137662E+00   0.186650E-02   0.110484E-02  -0.233937E-02
  6806   0.137741E+00   0.186521E-02   0.110426E-02  -0.233767E-02
  6807   0.137810E+00   0.186394E-02   0.110367E-02  -0.233599E-02
  6808   0.137868E+00   0.186267E-02   0.110310E-02  -0.233434E-02
  6809   0.137912E+00   0.186141E-02   0.110252E-02  -0.233272E-02
  6810   0.137943E+00   0.186015E-02   0.110194E-02  -0.233114E-02
  6811   0.137959E+00   0.185890E-02   0.110137E-02  -0.232959E-02
  6812   0.137959E+00   0.185766E-02   0.110079E-02  -0.232809E-02
  6813   0.137942E+00   0.185643E-02   0.110022E-02  -0.232663E-02
  6814   0.137908E+00   0.185521E-02   0.109965E-02  -0.232522E-02
  6815   0.137856E+00   0.185399E-02   0.109908E-02  -0.232385E-02
  6816   0.137786E+00   0.185279E-02   0.109851E-02  -0.232253E-02
  6817   0.137698E+00   0.185159E-02   0.109795E-02  -0.232126E-02
  6818   0.137593E+00   0.185040E-02   0.109738E-02  -0.232003E-02
  6819   0.137469E+00   0.184922E-02   0.109682E-02  -0.231885E-02
  6820   0.137328E+00   0.184804E-02   0.109626E-02  -0.231771E-02
  6821   0.137171E+00   0.184688E-02   0.109570E-02  -0.231662E-02
  6822   0.136997E+00   0.184572E-02   0.109515E-02  -0.231557E-02
  6823   0.136808E+00   0.184456E-02   0.109459E-02  -0.231457E-02
  6824   0.136605E+00   0.184342E-02   0.109403E-02  -0.231360E-02
  6825   0.136388E+00   0.184228E-02   0.109348E-02  -0.231266E-02
  6826   0.136160E+00   0.184114E-02   0.109293E-02  -0.231176E-02
  6827   0.135922E+00   0.184001E-02   0.109238E-02  -0.231088E-02
  6828   0.135674E+00   0.183888E-02   0.109183E-02  -0.231003E-02
  6829   0.135420E+00   0.183776E-02   0.109128E-02  -0.230921E-02
  6830   0.135159E+00   0.183664E-02   0.109073E-02  -0.230840E-02
  6831   0.134894E+00   0.183552E-02   0.109018E-02  -0.230760E-02
  6832   0.134627E+00   0.183440E-02   0.108964E-02  -0.230681E-02
  6833   0.134360E+00   0.183328E-02   0.108909E-02  -0.230603E-02
  6834   0.134093E+00   0.183216E-02   0.108854E-02  -0.230524E-02
  6835   0.133830E+00   0.183104E-02   0.108800E-02  -0.230446E-02
  6836   0.133571E+00   0.182992E-02   0.108745E-02  -0.230366E-02
  6837   0.133318E+00   0.182880E-02   0.108690E-02  -0.230285E-02
  6838   0.133073E+00   0.182768E-02   0.108636E-02  -0.230203E-02
  6839   0.132838E+00   0.182655E-02   0.108581E-02  -0.230118E-02
  6840   0.132613E+00   0.182542E-02   0.108526E-02  -0.230031E-02
  6841   0.132401E+00   0.182428E-02   0.108471E-02  -0.229941E-02
  6842   0.132202E+00   0.182314E-02   0.108416E-02  -0.229849E-02
  6843   0.132017E+00   0.182200E-02   0.108361E-02  -0.229752E-02
  6844   0.131848E+00   0.182085E-02   0.108306E-02  -0.229653E-02
  6845   0.131695E+00   0.181969E-02   0.108251E-02  -0.229549E-02
  6846   0.131560E+00   0.181853E-02   0.108196E-02  -0.229441E-02
  6847   0.131441E+00   0.181736E-02   0.108140E-02  -0.229329E-02
  6848   0.131341E+00   0.181619E-02   0.108085E-02  -0.229213E-02
  6849   0.131258E+00   0.181501E-02   0.108029E-02  -0.229093E-02
  6850   0.131194E+00   0.181382E-02   0.107973E-02  -0.228968E-02
  6851   0.131147E+00   0.181263E-02   0.107917E-02  -0.228839E-02
  6852   0.131118E+00   0.181143E-02   0.107861E-02  -0.228706E-02
  6853   0.131106E+00   0.181023E-02   0.107805E-02  -0.228568E-02
  6854   0.131110E+00   0.180903E-02   0.107749E-02  -0.228427E-02
  6855   0.131130E+00   0.180782E-02   0.107693E-02  -0.228282E-02
  6856   0.131165E+00   0.180660E-02   0.107636E-02  -0.228133E-02
  6857   0.131213E+00   0.180538E-02   0.107580E-02  -0.227980E-02
  6858   0.131273E+00   0.180416E-02   0.107523E-02  -0.227825E-02
  6859   0.131345E+00   0.180294E-02   0.107467E-02  -0.227667E-02
  6860   0.131426E+00   0.180172E-02   0.107410E-02  -0.227506E-02
  6861   0.131516E+00   0.180049E-02   0.107353E-02  -0.227343E-02
  6862   0.131611E+00   0.179926E-02   0.107296E-02  -0.227179E-02
  6863   0.131712E+00   0.179804E-02   0.107240E-02  -0.227013E-02
  6864   0.131817E+00   0.179681E-02   0.107183E-02  -0.226847E-02
  6865   0.131922E+00   0.179559E-02   0.107126E-02  -0.226680E-02
  6866   0.132028E+00   0.179437E-02   0.107070E-02  -0.226513E-02
  6867   0.132131E+00   0.179315E-02   0.107013E-02  -0.226346E-02
  6868   0.132231E+00   0.179194E-02   0.106956E-02  -0.226180E-02
  6869   0.132326E+00   0.179073E-02   0.106900E-02  -0.226016E-02
  6870   0.132413E+00   0.178952E-02   0.106843E-02  -0.225853E-02
  6871   0.132493E+00   0.178832E-02   0.106787E-02  -0.225692E-02
  6872   0.132562E+00   0.178713E-02   0.106731E-02  -0.225533E-02
  6873   0.132620E+00   0.178594E-02   0.106675E-02  -0.225377E-02
  6874   0.132666E+00   0.178476E-02   0.106618E-02  -0.225224E-02
  6875   0.132698E+00   0.178359E-02   0.106563E-02  -0.225075E-02
  6876   0.132715E+00   0.178243E-02   0.106507E-02  -0.224929E-02
  6877   0.132716E+00   0.178127E-02   0.106451E-02  -0.224787E-02
  6878   0.132702E+00   0.178012E-02   0.106396E-02  -0.224649E-02
  6879   0.132671E+00   0.177898E-02   0.106340E-02  -0.224515E-02
  6880   0.132622E+00   0.177785E-02   0.106285E-02  -0.224386E-02
  6881   0.132556E+00   0.177673E-02   0.106230E-02  -0.224261E-02
  6882   0.132472E+00   0.177561E-02   0.106176E-02  -0.224140E-02
  6883   0.132371E+00   0.177450E-02   0.106121E-02  -0.224024E-02
  6884   0.132252E+00   0.177340E-02   0.106066E-02  -0.223912E-02
  6885   0.132117E+00   0.177231E-02   0.106012E-02  -0.223805E-02
  6886   0.131966E+00   0.177123E-02   0.105958E-02  -0.223702E-02
  6887   0.131799E+00   0.177015E-02   0.105904E-02  -0.223603E-02
  6888   0.131617E+00   0.176908E-02   0.105850E-02  -0.223508E-02
  6889   0.131421E+00   0.176801E-02   0.105796E-02  -0.223416E-02
  6890   0.131214E+00   0.176696E-02   0.105743E-02  -0.223328E-02
  6891   0.130994E+00   0.176590E-02   0.105689E-02  -0.223242E-02
  6892   0.130765E+00   0.176485E-02   0.105636E-02  -0.223160E-02
  6893   0.130528E+00   0.176380E-02   0.105583E-02  -0.223080E-02
  6894   0.130283E+00   0.176276E-02   0.105529E-02  -0.223002E-02
  6895   0.130033E+00   0.176172E-02   0.105476E-02  -0.222926E-02
  6896   0.129779E+00   0.176068E-02   0.105423E-02  -0.222851E-02
  6897   0.129523E+00   0.175964E-02   0.105370E-02  -0.222777E-02
  6898   0.129267E+00   0.175860E-02   0.105317E-02  -0.222703E-02
  6899   0.129012E+00   0.175756E-02   0.105264E-02  -0.222630E-02
  6900   0.128760E+00   0.175652E-02   0.105211E-02  -0.222556E-02
  6901   0.128513E+00   0.175548E-02   0.105158E-02  -0.222481E-02
  6902   0.128272E+00   0.175443E-02   0.105105E-02  -0.222405E-02
  6903   0.128038E+00   0.175338E-02   0.105052E-02  -0.222328E-02
  6904   0.127814E+00   0.175233E-02   0.104999E-02  -0.222249E-02
  6905   0.127600E+00   0.175127E-02   0.104946E-02  -0.222167E-02
  6906   0.127398E+00   0.175021E-02   0.104893E-02  -0.222083E-02
  6907   0.127209E+00   0.174915E-02   0.104840E-02  -0.221996E-02
  6908   0.127034E+00   0.174808E-02   0.104786E-02  -0.221906E-02
  6909   0.126874E+00   0.174700E-02   0.104733E-02  -0.221812E-02
  6910   0.126729E+00   0.174592E-02   0.104680E-02  -0.221715E-02
  6911   0.126601E+00   0.174483E-02   0.104626E-02  -0.221614E-02
  6912   0.126490E+00   0.174373E-02   0.104572E-02  -0.221509E-02
  6913   0.126395E+00   0.174263E-02   0.104519E-02  -0.221400E-02
  6914   0.126318E+00   0.174153E-02   0.104465E-02  -0.221287E-02
  6915   0.126258E+00   0.174041E-02   0.104411E-02  -0.221170E-02
  6916   0.126215E+00   0.173929E-02   0.104357E-02  -0.221049E-02
  6917   0.126188E+00   0.173817E-02   0.104302E-02  -0.220924E-02
  6918   0.126178E+00   0.173704E-02   0.104248E-02  -0.220795E-02
  6919   0.126183E+00   0.173591E-02   0.104194E-02  -0.220662E-02
  6920   0.126202E+00   0.173477E-02   0.104139E-02  -0.220525E-02
  6921   0.126236E+00   0.173362E-02   0.104085E-02  -0.220385E-02
  6922   0.126282E+00   0.173248E-02   0.104030E-02  -0.220242E-02
  6923   0.126339E+00   0.173133E-02   0.103975E-02  -0.220096E-02
  6924   0.126407E+00   0.173018E-02   0.103920E-02  -0.219947E-02
  6925   0.126484E+00   0.172902E-02   0.103866E-02  -0.219795E-02
  6926   0.126568E+00   0.172787E-02   0.103811E-02  -0.219642E-02
  6927   0.126657E+00   0.172671E-02   0.103756E-02  -0.219487E-02
  6928   0.126752E+00   0.172556E-02   0.103701E-02  -0.219331E-02
  6929   0.126848E+00   0.172441E-02   0.103646E-02  -0.219174E-02
  6930   0.126946E+00   0.172325E-02   0.103591E-02  -0.219017E-02
  6931   0.127043E+00   0.172210E-02   0.103536E-02  -0.218859E-02
  6932   0.127139E+00   0.172096E-02   0.103481E-02  -0.218702E-02
  6933   0.127230E+00   0.171981E-02   0.103427E-02  -0.218545E-02
  6934   0.127316E+00   0.171868E-02   0.103372E-02  -0.218389E-02
  6935   0.127395E+00   0.171754E-02   0.103317E-02  -0.218235E-02
  6936   0.127466E+00   0.171641E-02   0.103263E-02  -0.218083E-02
  6937   0.127527E+00   0.171529E-02   0.103208E-02  -0.217932E-02
  6938   0.127577E+00   0.171418E-02   0.103154E-02  -0.217784E-02
  6939   0.127615E+00   0.171307E-02   0.103100E-02  -0.217639E-02
  6940   0.127640E+00   0.171197E-02   0.103046E-02  -0.217497E-02
  6941   0.127651E+00   0.171087E-02   0.102992E-02  -0.217358E-02
  6942   0.127648E+00   0.170978E-02   0.102938E-02  -0.217223E-02
  6943   0.127628E+00   0.170870E-02   0.102884E-02  -0.217091E-02
  6944   0.127593E+00   0.170763E-02   0.102831E-02  -0.216963E-02
  6945   0.127542E+00   0.170657E-02   0.102777E-02  -0.216839E-02
  6946   0.127475E+00   0.170552E-02   0.102724E-02  -0.216719E-02
  6947   0.127391E+00   0.170447E-02   0.102671E-02  -0.216603E-02
  6948   0.127290E+00   0.170343E-02   0.102618E-02  -0.216490E-02
  6949   0.127174E+00   0.170240E-02   0.102565E-02  -0.216382E-02
  6950   0.127042E+00   0.170137E-02   0.102513E-02  -0.216278E-02
  6951   0.126895E+00   0.170035E-02   0.102460E-02  -0.216177E-02
  6952   0.126735E+00   0.169934E-02   0.102408E-02  -0.216080E-02
  6953   0.126560E+00   0.169834E-02   0.102356E-02  -0.215987E-02
  6954   0.126374E+00   0.169734E-02   0.102303E-02  -0.215896E-02
  6955   0.126176E+00   0.169634E-02   0.102251E-02  -0.215809E-02
  6956   0.125968E+00   0.169535E-02   0.102200E-02  -0.215725E-02
  6957   0.125751E+00   0.169436E-02   0.102148E-02  -0.215642E-02
  6958   0.125527E+00   0.169338E-02   0.102096E-02  -0.215562E-02
  6959   0.125297E+00   0.169240E-02   0.102044E-02  -0.215484E-02
  6960   0.125062E+00   0.169142E-02   0.101993E-02  -0.215407E-02
  6961   0.124825E+00   0.169044E-02   0.101941E-02  -0.215332E-02
  6962   0.124587E+00   0.168946E-02   0.101890E-02  -0.215257E-02
  6963   0.124348E+00   0.168848E-02   0.101838E-02  -0.215182E-02
  6964   0.124112E+00   0.168750E-02   0.101787E-02  -0.215107E-02
  6965   0.123879E+00   0.168652E-02   0.101736E-02  -0.215032E-02
  6966   0.123651E+00   0.168554E-02   0.101684E-02  -0.214956E-02
  6967   0.123429E+00   0.168455E-02   0.101633E-02  -0.214879E-02
  6968   0.123215E+00   0.168356E-02   0.101581E-02  -0.214801E-02
  6969   0.123010E+00   0.168257E-02   0.101530E-02  -0.214720E-02
  6970   0.122815E+00   0.168157E-02   0.101478E-02  -0.214638E-02
  6971   0.122631E+00   0.168056E-02   0.101427E-02  -0.214553E-02
  6972   0.122461E+00   0.167955E-02   0.101375E-02  -0.214466E-02
  6973   0.122303E+00   0.167854E-02   0.101323E-02  -0.214376E-02
  6974   0.122159E+00   0.167752E-02   0.101271E-02  -0.214282E-02
  6975   0.122031E+00   0.167649E-02   0.101220E-02  -0.214185E-02
  6976   0.121917E+00   0.167546E-02   0.101168E-02  -0.214085E-02
  6977   0.121819E+00   0.167442E-02   0.101115E-02  -0.213982E-02
  6978   0.121737E+00   0.167338E-02   0.101063E-02  -0.213874E-02
  6979   0.121670E+00   0.167233E-02   0.101011E-02  -0.213764E-02
  6980   0.121620E+00   0.167127E-02   0.100959E-02  -0.213649E-02
  6981   0.121584E+00   0.167021E-02   0.100906E-02  -0.213531E-02
  6982   0.121564E+00   0.166914E-02   0.100854E-02  -0.213409E-02
  6983   0.121558E+00   0.166807E-02   0.100801E-02  -0.213284E-02
  6984   0.121566E+00   0.166699E-02   0.100748E-02  -0.213155E-02
  6985   0.121587E+00   0.166591E-02   0.100695E-02  -0.213024E-02
  6986   0.121620E+00   0.166482E-02   0.100643E-02  -0.212889E-02
  6987   0.121664E+00   0.166373E-02   0.100590E-02  -0.212751E-02
  6988   0.121718E+00   0.166264E-02   0.100537E-02  -0.212611E-02
  6989   0.121780E+00   0.166155E-02   0.100484E-02  -0.212469E-02
  6990   0.121850E+00   0.166045E-02   0.100431E-02  -0.212325E-02
  6991   0.121926E+00   0.165935E-02   0.100377E-02  -0.212179E-02
  6992   0.122006E+00   0.165825E-02   0.100324E-02  -0.212032E-02
  6993   0.122089E+00   0.165716E-02   0.100271E-02  -0.211883E-02
  6994   0.122174E+00   0.165606E-02   0.100218E-02  -0.211734E-02
  6995   0.122259E+00   0.165497E-02   0.100165E-02  -0.211585E-02
  6996   0.122342E+00   0.165387E-02   0.100112E-02  -0.211436E-02
  6997   0.122422E+00   0.165278E-02   0.100059E-02  -0.211287E-02
  6998   0.122498E+00   0.165170E-02   0.100006E-02  -0.211139E-02
  6999   0.122568E+00   0.165062E-02   0.999530E-03  -0.210992E-02
  7000   0.122631E+00   0.164954E-02   0.999002E-03  -0.210847E-02
  7001   0.122686E+00   0.164847E-02   0.998474E-03  -0.210703E-02
  7002   0.122731E+00   0.164740E-02   0.997947E-03  -0.210561E-02
  7003   0.122765E+00   0.164634E-02   0.997421E-03  -0.210421E-02
  7004   0.122788E+00   0.164529E-02   0.996897E-03  -0.210284E-02
  7005   0.122798E+00   0.164425E-02   0.996373E-03  -0.210150E-02
  7006   0.122795E+00   0.164321E-02   0.995851E-03  -0.210018E-02
  7007   0.122778E+00   0.164217E-02   0.995330E-03  -0.209890E-02
  7008   0.122746E+00   0.164115E-02   0.994810E-03  -0.209765E-02
  7009   0.122700E+00   0.164013E-02   0.994291E-03  -0.209643E-02
  7010   0.122639E+00   0.163912E-02   0.993774E-03  -0.209524E-02
  7011   0.122563E+00   0.163812E-02   0.993258E-03  -0.209410E-02
  7012   0.122472E+00   0.163713E-02   0.992743E-03  -0.209298E-02
  7013   0.122367E+00   0.163614E-02   0.992230E-03  -0.209190E-02
  7014   0.122248E+00   0.163516E-02   0.991718E-03  -0.209086E-02
  7015   0.122114E+00   0.163419E-02   0.991208E-03  -0.208984E-02
  7016   0.121968E+00   0.163322E-02   0.990698E-03  -0.208886E-02
  7017   0.121810E+00   0.163226E-02   0.990190E-03  -0.208791E-02
  7018   0.121640E+00   0.163130E-02   0.989683E-03  -0.208699E-02
  7019   0.121459E+00   0.163035E-02   0.989177E-03  -0.208610E-02
  7020   0.121270E+00   0.162940E-02   0.988672E-03  -0.208523E-02
  7021   0.121072E+00   0.162845E-02   0.988167E-03  -0.208438E-02
  7022   0.120868E+00   0.162751E-02   0.987664E-03  -0.208355E-02
  7023   0.120657E+00   0.162658E-02   0.987161E-03  -0.208273E-02
  7024   0.120443E+00   0.162564E-02   0.986659E-03  -0.208193E-02
  7025   0.120226E+00   0.162470E-02   0.986157E-03  -0.208114E-02
  7026   0.120008E+00   0.162377E-02   0.985656E-03  -0.208036E-02
  7027   0.119790E+00   0.162283E-02   0.985155E-03  -0.207958E-02
  7028   0.119573E+00   0.162190E-02   0.984654E-03  -0.207880E-02
  7029   0.119359E+00   0.162096E-02   0.984154E-03  -0.207802E-02
  7030   0.119150E+00   0.162002E-02   0.983653E-03  -0.207723E-02
  7031   0.118946E+00   0.161908E-02   0.983152E-03  -0.207644E-02
  7032   0.118750E+00   0.161813E-02   0.982651E-03  -0.207563E-02
  7033   0.118561E+00   0.161718E-02   0.982149E-03  -0.207480E-02
  7034   0.118382E+00   0.161623E-02   0.981647E-03  -0.207396E-02
  7035   0.118213E+00   0.161527E-02   0.981145E-03  -0.207310E-02
  7036   0.118056E+00   0.161431E-02   0.980642E-03  -0.207222E-02
  7037   0.117910E+00   0.161334E-02   0.980139E-03  -0.207131E-02
  7038   0.117777E+00   0.161237E-02   0.979634E-03  -0.207038E-02
  7039   0.117658E+00   0.161139E-02   0.979129E-03  -0.206941E-02
  7040   0.117552E+00   0.161040E-02   0.978624E-03  -0.206842E-02
  7041   0.117460E+00   0.160941E-02   0.978117E-03  -0.206740E-02
  7042   0.117383E+00   0.160841E-02   0.977610E-03  -0.206635E-02
  7043   0.117320E+00   0.160741E-02   0.977101E-03  -0.206526E-02
  7044   0.117271E+00   0.160640E-02   0.976592E-03  -0.206415E-02
  7045   0.117236E+00   0.160539E-02   0.976083E-03  -0.206300E-02
  7046   0.117215E+00   0.160436E-02   0.975572E-03  -0.206183E-02
  7047   0.117206E+00   0.160334E-02   0.975061E-03  -0.206062E-02
  7048   0.117211E+00   0.160231E-02   0.974548E-03  -0.205939E-02
  7049   0.117226E+00   0.160127E-02   0.974036E-03  -0.205813E-02
  7050   0.117253E+00   0.160024E-02   0.973522E-03  -0.205685E-02
  7051   0.117289E+00   0.159919E-02   0.973008E-03  -0.205554E-02
  7052   0.117334E+00   0.159815E-02   0.972494E-03  -0.205421E-02
  7053   0.117387E+00   0.159710E-02   0.971979E-03  -0.205286E-02
  7054   0.117446E+00   0.159605E-02   0.971464E-03  -0.205150E-02
  7055   0.117510E+00   0.159500E-02   0.970949E-03  -0.205012E-02
  7056   0.117579E+00   0.159395E-02   0.970433E-03  -0.204873E-02
  7057   0.117649E+00   0.159290E-02   0.969918E-03  -0.204734E-02
  7058   0.117721E+00   0.159185E-02   0.969402E-03  -0.204594E-02
  7059   0.117792E+00   0.159080E-02   0.968887E-03  -0.204454E-02
  7060   0.117862E+00   0.158976E-02   0.968372E-03  -0.204314E-02
  7061   0.117929E+00   0.158871E-02   0.967857E-03  -0.204174E-02
  7062   0.117991E+00   0.158767E-02   0.967343E-03  -0.204035E-02
  7063   0.118048E+00   0.158663E-02   0.966829E-03  -0.203898E-02
  7064   0.118098E+00   0.158560E-02   0.966316E-03  -0.203761E-02
  7065   0.118140E+00   0.158457E-02   0.965804E-03  -0.203626E-02
  7066   0.118173E+00   0.158355E-02   0.965292E-03  -0.203493E-02
  7067   0.118196E+00   0.158253E-02   0.964782E-03  -0.203363E-02
  7068   0.118209E+00   0.158152E-02   0.964272E-03  -0.203234E-02
  7069   0.118209E+00   0.158052E-02   0.963764E-03  -0.203108E-02
  7070   0.118198E+00   0.157952E-02   0.963256E-03  -0.202984E-02
  7071   0.118173E+00   0.157853E-02   0.962749E-03  -0.202863E-02
  7072   0.118136E+00   0.157754E-02   0.962244E-03  -0.202745E-02
  7073   0.118085E+00   0.157657E-02   0.961740E-03  -0.202630E-02
  7074   0.118021E+00   0.157560E-02   0.961237E-03  -0.202518E-02
  7075   0.117943E+00   0.157463E-02   0.960735E-03  -0.202409E-02
  7076   0.117851E+00   0.157368E-02   0.960234E-03  -0.202303E-02
  7077   0.117747E+00   0.157273E-02   0.959734E-03  -0.202200E-02
  7078   0.117630E+00   0.157178E-02   0.959236E-03  -0.202100E-02
  7079   0.117500E+00   0.157085E-02   0.958739E-03  -0.202003E-02
  7080   0.117359E+00   0.156992E-02   0.958242E-03  -0.201908E-02
  7081   0.117207E+00   0.156899E-02   0.957747E-03  -0.201816E-02
  7082   0.117045E+00   0.156807E-02   0.957253E-03  -0.201726E-02
  7083   0.116875E+00   0.156716E-02   0.956759E-03  -0.201639E-02
  7084   0.116696E+00   0.156624E-02   0.956266E-03  -0.201553E-02
  7085   0.116510E+00   0.156534E-02   0.955774E-03  -0.201470E-02
  7086   0.116319E+00   0.156443E-02   0.955283E-03  -0.201387E-02
  7087   0.116123E+00   0.156353E-02   0.954792E-03  -0.201306E-02
  7088   0.115924E+00   0.156263E-02   0.954302E-03  -0.201226E-02
  7089   0.115724E+00   0.156173E-02   0.953812E-03  -0.201147E-02
  7090   0.115523E+00   0.156083E-02   0.953322E-03  -0.201068E-02
  7091   0.115322E+00   0.155993E-02   0.952833E-03  -0.200989E-02
  7092   0.115124E+00   0.155903E-02   0.952344E-03  -0.200910E-02
  7093   0.114929E+00   0.155813E-02   0.951854E-03  -0.200831E-02
  7094   0.114739E+00   0.155723E-02   0.951365E-03  -0.200751E-02
  7095   0.114555E+00   0.155632E-02   0.950875E-03  -0.200670E-02
  7096   0.114378E+00   0.155542E-02   0.950385E-03  -0.200587E-02
  7097   0.114209E+00   0.155450E-02   0.949895E-03  -0.200504E-02
  7098   0.114049E+00   0.155359E-02   0.949404E-03  -0.200418E-02
  7099   0.113899E+00   0.155267E-02   0.948913E-03  -0.200331E-02
  7100   0.113760E+00   0.155175E-02   0.948421E-03  -0.200241E-02
  7101   0.113633E+00   0.155082E-02   0.947929E-03  -0.200150E-02
  7102   0.113518E+00   0.154988E-02   0.947436E-03  -0.200055E-02
  7103   0.113415E+00   0.154894E-02   0.946943E-03  -0.199959E-02
  7104   0.113325E+00   0.154800E-02   0.946448E-03  -0.199859E-02
  7105   0.113248E+00   0.154705E-02   0.945953E-03  -0.199758E-02
  7106   0.113185E+00   0.154609E-02   0.945457E-03  -0.199653E-02
  7107   0.113134E+00   0.154513E-02   0.944961E-03  -0.199546E-02
  7108   0.113097E+00   0.154416E-02   0.944464E-03  -0.199436E-02
  7109   0.113072E+00   0.154319E-02   0.943966E-03  -0.199323E-02
  7110   0.113059E+00   0.154221E-02   0.943467E-03  -0.199208E-02
  7111   0.113058E+00   0.154123E-02   0.942968E-03  -0.199090E-02
  7112   0.113068E+00   0.154024E-02   0.942468E-03  -0.198971E-02
  7113   0.113088E+00   0.153925E-02   0.941968E-03  -0.198849E-02
  7114   0.113118E+00   0.153826E-02   0.941467E-03  -0.198725E-02
  7115   0.113156E+00   0.153726E-02   0.940966E-03  -0.198599E-02
  7116   0.113201E+00   0.153626E-02   0.940464E-03  -0.198472E-02
  7117   0.113252E+00   0.153526E-02   0.939962E-03  -0.198343E-02
  7118   0.113308E+00   0.153425E-02   0.939460E-03  -0.198213E-02
  7119   0.113369E+00   0.153325E-02   0.938958E-03  -0.198083E-02
  7120   0.113431E+00   0.153224E-02   0.938456E-03  -0.197951E-02
  7121   0.113495E+00   0.153124E-02   0.937953E-03  -0.197820E-02
  7122   0.113559E+00   0.153024E-02   0.937451E-03  -0.197688E-02
  7123   0.113622E+00   0.152923E-02   0.936950E-03  -0.197557E-02
  7124   0.113681E+00   0.152823E-02   0.936448E-03  -0.197426E-02
  7125   0.113737E+00   0.152723E-02   0.935947E-03  -0.197296E-02
  7126   0.113788E+00   0.152624E-02   0.935447E-03  -0.197168E-02
  7127   0.113833E+00   0.152525E-02   0.934947E-03  -0.197040E-02
  7128   0.113870E+00   0.152426E-02   0.934448E-03  -0.196914E-02
  7129   0.113899E+00   0.152328E-02   0.933950E-03  -0.196790E-02
  7130   0.113919E+00   0.152230E-02   0.933452E-03  -0.196667E-02
  7131   0.113929E+00   0.152133E-02   0.932955E-03  -0.196547E-02
  7132   0.113928E+00   0.152036E-02   0.932460E-03  -0.196429E-02
  7133   0.113915E+00   0.151940E-02   0.931965E-03  -0.196313E-02
  7134   0.113890E+00   0.151845E-02   0.931471E-03  -0.196200E-02
  7135   0.113853E+00   0.151750E-02   0.930978E-03  -0.196090E-02
  7136   0.113803E+00   0.151656E-02   0.930486E-03  -0.195982E-02
  7137   0.113740E+00   0.151563E-02   0.929996E-03  -0.195878E-02
  7138   0.113665E+00   0.151470E-02   0.929506E-03  -0.195775E-02
  7139   0.113576E+00   0.151378E-02   0.929018E-03  -0.195676E-02
  7140   0.113476E+00   0.151287E-02   0.928530E-03  -0.195579E-02
  7141   0.113363E+00   0.151196E-02   0.928044E-03  -0.195485E-02
  7142   0.113238E+00   0.151106E-02   0.927559E-03  -0.195394E-02
  7143   0.113103E+00   0.151017E-02   0.927074E-03  -0.195304E-02
  7144   0.112957E+00   0.150928E-02   0.926591E-03  -0.195218E-02
  7145   0.112802E+00   0.150839E-02   0.926108E-03  -0.195133E-02
  7146   0.112638E+00   0.150751E-02   0.925626E-03  -0.195050E-02
